	Acer_negundo	Acer_rubrum	Ailanthus_altissima	Amelanchier_arborea	Asimina_triloba	Carpinus_caroliniana	Carya_alba	Carya_cordiformis	Carya_glabra	Celtis_occidentalis	Cephalanthus_occidentalis	Cercis_canadensis	Cornus_florida	Elaeagnus_angustifolia	Fagus_grandifolia	Fraxinus_americana	Fraxinus_pennsylvanica	Ilex_opaca	Ilex_verticillata	Juglans_nigra	Kalmia_latifolia	Ligustrum_sp	Lindera_benzoin	Liquidambar_styraciflua	Liriodendron_tulipifera	Lonicera_mackii	Nyssa_sylvatica	Paulownia_tomentosa	Pinus_taeda	Platanus_occidentalis	Populus_grandidentata	Prunus_avium	Prunus_serotina	Quercus_alba	Quercus_coccinea	Quercus_falcata	Quercus_michauxii	Quercus_palustris	Quercus_prinus	Quercus_rubra	Quercus_stellata	Quercus_velutina	Rhus_typhina	Rosa_multiflora	Salix_nigra	Sambucus_nigra	Tilia_americana	Ulmus_americana	Ulmus_rubra	Viburnum_acerifolium	Viburnum_dentatum	Viburnum_prunifolium
979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	3
991	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	12	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
993	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	34	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
995	0	1	0	0	0	7	0	0	0	0	0	0	1	0	35	0	0	0	0	0	0	0	21	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
997	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	23	0	1	0	0	0	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1
999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0
1011	0	0	0	0	0	7	1	0	0	0	0	0	1	0	17	1	0	1	0	0	0	1	1	10	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1013	0	0	0	0	0	4	1	0	0	0	0	0	1	0	25	0	0	4	0	0	0	0	7	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1015	0	0	0	0	0	19	1	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1017	0	1	0	0	0	33	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1019	0	0	0	0	0	11	1	0	2	0	0	0	1	0	13	0	0	2	0	0	0	0	5	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1031	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	1	7	0	0	0	0	10	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2
1033	0	1	0	0	0	18	1	0	1	0	0	0	1	0	22	0	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3
1035	0	0	0	0	1	19	1	0	0	0	0	0	5	0	9	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1037	0	0	0	0	0	20	0	0	1	0	0	0	1	0	4	1	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1039	0	0	0	0	0	5	3	0	0	0	0	0	4	0	18	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1051	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	6	0	2	0	0	0	47	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
1053	0	2	0	0	0	6	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	2	34	5	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1055	0	2	0	0	0	14	0	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1057	0	0	0	0	0	13	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1059	0	0	0	0	0	12	1	0	0	0	0	0	2	0	10	0	0	3	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1071	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	62	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
1073	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1075	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
1077	0	2	0	0	0	8	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	22	4	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
1079	0	2	0	0	0	4	1	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	7	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1091	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
1093	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	49	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1097	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	34	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1099	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1
1111	0	1	0	0	0	26	1	0	0	0	0	0	4	0	13	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1113	0	0	0	0	0	16	2	0	1	0	0	0	1	0	22	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1115	0	0	0	0	0	3	1	0	0	0	0	0	2	0	20	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1117	0	0	0	0	0	13	3	0	2	0	0	0	0	0	35	0	0	0	0	0	0	0	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1119	0	0	0	0	0	13	3	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
1131	0	0	0	0	0	19	2	1	0	0	0	0	1	0	8	1	0	1	0	0	0	0	10	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1133	0	0	0	0	0	21	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	14	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	0	0	0	0	1	13	0	0	1	0	0	0	3	0	17	0	0	1	0	0	0	0	3	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1137	0	1	0	0	1	19	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1139	0	0	0	0	0	21	3	0	1	1	0	0	1	0	24	0	0	0	0	0	0	0	7	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
1151	0	0	0	0	0	3	0	0	1	0	0	0	8	0	8	0	0	1	0	0	0	0	14	1	2	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
1153	0	0	0	0	0	6	0	0	1	0	0	0	2	0	9	0	0	0	0	0	0	0	25	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1155	0	0	0	0	0	7	0	0	2	0	0	0	3	0	35	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1157	0	0	0	0	54	17	0	0	1	0	0	0	3	0	24	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
1159	0	1	0	0	49	7	1	0	1	0	0	0	2	0	18	0	0	0	0	0	0	0	27	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1171	0	1	0	0	0	7	1	0	1	0	0	0	3	0	13	0	0	0	0	0	0	0	32	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	0	0	0	0	0	6	2	0	0	0	0	0	1	0	16	0	0	1	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
1175	0	0	0	0	8	25	1	0	0	0	0	0	2	0	35	0	0	3	0	0	0	0	17	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	0	0	0	0	0	18	1	0	0	0	0	0	5	0	41	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1179	0	0	0	0	0	2	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	15	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1191	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	123	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	98	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1195	0	2	0	0	0	4	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	119	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
1197	0	1	0	0	0	2	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	100	7	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
1199	0	0	0	0	0	13	0	0	0	0	0	0	0	0	13	0	2	1	0	0	0	0	8	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1211	0	0	0	0	0	9	4	0	1	0	0	0	1	0	31	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1213	0	0	0	0	0	22	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1215	0	0	0	0	0	8	0	0	1	0	0	0	2	0	17	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1217	0	0	0	0	0	13	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1219	0	0	0	0	0	16	3	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	1	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1231	0	0	0	0	0	7	3	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1233	0	0	0	0	0	13	3	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1235	0	0	0	0	0	18	2	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1237	0	0	0	0	0	7	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1239	0	0	0	0	1	1	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	24	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1251	0	0	0	0	0	17	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1253	0	0	0	0	0	10	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1255	0	0	0	0	0	12	1	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	18	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1257	0	0	0	0	0	10	4	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1259	0	0	0	0	0	6	2	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	24	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1271	0	0	0	0	0	13	2	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1273	0	0	0	0	0	7	2	0	0	0	0	0	8	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1275	0	0	0	0	0	2	2	0	0	0	0	0	3	0	28	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1277	0	0	0	0	0	1	2	0	1	0	0	0	6	0	26	0	0	0	0	0	0	0	1	8	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1279	0	0	0	0	0	9	0	0	1	0	0	0	3	0	19	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1291	0	1	0	0	0	11	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	33	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1293	0	0	0	0	0	2	2	0	0	0	0	0	4	0	21	1	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1295	0	0	0	0	0	5	2	0	0	0	0	0	3	0	15	0	0	1	0	0	0	0	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1297	0	0	0	0	0	1	1	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	9	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1299	2	0	0	0	0	0	0	0	0	0	0	0	3	0	26	0	0	0	0	0	0	0	13	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1311	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	17	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	0
1313	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	1
1315	0	6	0	0	0	14	0	0	1	0	0	0	0	0	15	0	0	3	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
1317	0	1	0	0	0	3	0	0	0	0	0	0	2	0	20	0	0	1	3	0	0	0	24	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1319	0	5	0	0	0	5	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	19	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
1331	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	29	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
1333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
1335	0	3	0	0	0	16	0	0	0	0	0	0	2	0	18	0	0	1	0	1	0	0	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
1337	0	3	0	0	0	4	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
1351	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	36	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1353	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	24	1	2	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4
1355	0	1	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	1	0	0	0	0	8	5	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1357	0	1	0	0	0	3	1	0	0	0	0	0	1	0	13	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1359	0	1	0	0	0	1	0	0	0	0	0	0	1	0	8	0	1	2	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
1371	0	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	39	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1373	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1375	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	17	3	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
1377	0	3	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	9	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
1391	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
1393	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
1397	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
1399	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	36	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0
1411	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	8	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0
1413	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
1415	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	30	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	2
1417	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	38	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
1419	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	5	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0
1431	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	20	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
1433	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1435	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0
1437	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	47	5	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2
1439	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1
1451	0	2	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	26	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1453	0	3	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	20	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
1455	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	52	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1
1457	0	4	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	49	10	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
1459	0	4	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	37	7	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	1
1471	0	3	0	0	0	11	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	17	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
1473	0	2	0	0	0	11	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	2	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1475	0	3	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	18	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
1477	0	1	0	0	0	2	2	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	24	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0
