	Acer_negundo	Acer_rubrum	Acer_saccharum	Ailanthus_altissima	Amelanchier_arborea	Asimina_triloba	Bumelia_lanuginosa	Carya_cordiformis	Carya_glabra	Carya_ovata	Carya_texana	Carya_tomentosa	Celtis_occidentalis	Celtis_tenuifolia	Cercis_canadensis	Cornus_drummondii	Cornus_florida	Diospyros_virginiana	Frangula_caroliniana	Fraxinus_americana	Gleditsia_triacanthos	Juglans_nigra	Juniperus_virginiana	Lindera_benzoin	Lonicera_maackii	Ostrya_viriginiana	Platanus_occidentalis	Prunus_americana	Prunus_serotina	Quercus_alba	Quercus_marilandica	Quercus_muehlenbergii	Quercus_rubra	Quercus_stellata	Quercus_velutina	Sassafras_albidum	Tilia_americana	Ulmus_rubra	Viburnum_rufidulum
3313	0	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	8	0	12	1	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	9	0	1	0
3314	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	0	4	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0
3315	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	1	0	3	1	0	0	0
3316	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0
3317	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	6	0	0	0	0
3397	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	14	0	21	0	0	0	0	3	4	0	0	0	0	4	0	0	3	0	0	0	0	2	0
3398	0	2	0	0	3	0	0	0	1	2	0	4	0	0	0	0	4	1	19	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	4	0	1	0
3399	1	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	6	2	16	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0
3400	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	5	0	0	5	0	1	0	8	1	1	0	0	0	1	0	0	0	0	0	4	0	3	0
3401	0	0	0	0	2	0	0	1	0	1	0	2	0	0	0	0	13	1	3	0	0	0	0	7	0	0	0	0	0	3	0	0	1	0	0	17	0	5	0
3402	0	0	1	0	4	0	0	0	0	0	0	2	0	0	0	0	4	1	3	1	0	0	0	13	0	0	0	0	0	1	0	0	0	0	1	2	0	6	0
3403	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	8	0	1	0	0	16	0	0	0	0	0	1	0	0	0	0	0	2	1	14	0
3404	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	1	8	1	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0
3405	1	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	3	2	0	1	0	47	1	0	0	0	0	0	0	0	0	0	0	0	1	10	0
3406	0	0	7	9	0	47	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
3407	1	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0
3408	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	5	1	0	1	0	27	0	0	0	0	0	2	0	0	1	0	0	0	0	11	0
3409	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	14	0	14	1	0	0	0	13	0	0	0	0	0	7	0	0	2	0	0	1	0	2	0
3410	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	6	1	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	2	0	7	0
3411	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0
3412	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	13	0	2	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	8	0	0	0
3413	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	3	0	1	0	0	0	0
3414	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0
3415	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0
3416	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0
3417	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	3	1	0	0	0
3497	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	27	0	5	1	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	2	0	0	0
3498	0	3	0	0	5	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0
3499	0	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	0	3	3
3500	0	2	0	0	6	0	0	0	0	0	0	1	0	0	0	0	18	0	5	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
3501	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	23	0	9	1	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	2	0	0	0
3502	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0
3503	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	1	0	0	0
3504	0	0	0	0	1	16	0	0	1	0	0	0	0	0	0	0	19	0	10	1	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	3	0	2	0
3505	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	7	0	15	3	0	1	0	14	0	0	0	0	0	3	0	0	0	0	0	1	0	7	0
3506	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	18	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	1	3	1	2	0
3507	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0
3508	0	0	5	0	3	0	0	0	0	1	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0
3509	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	10	0	5	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	2	0
3510	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	6	0	0	0
3511	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	1	2	0	0	0
3512	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	3	4	0	0	0
3513	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	21	0	2	1	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0
3514	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	1	3	0	0	0
3515	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0
3516	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0
3517	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	6	0	1	1	0	0	1	0	0	0	0	0	0	8	0	0	3	0	9	0	0	1	0
3597	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	3	0	0	0
3598	0	9	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0
3599	0	3	0	0	2	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	1	2	0	1	0
3600	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	12	0	1	2	0	0	0	0	0	0	0	0	0	7	0	0	4	0	1	1	0	0	0
3601	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	1	0	0	0	0
3602	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	1	0	0	0	0
3603	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0
3604	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0
3605	0	3	3	0	1	0	0	0	1	1	0	0	0	0	0	0	11	0	15	3	0	2	0	3	0	0	0	0	0	1	0	1	1	0	0	3	0	7	0
3606	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	9	0	48	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	13	0	4	0
3607	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0
3608	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	5	0	2	1	0	1	0	1	0	0	0	0	0	3	0	0	2	0	0	4	0	1	0
3609	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	19	0	1	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	3	0	0	0
3610	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	2	3	0	0	0
3611	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	2	0	3	1	0	0	0
3612	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	3	3	0	0	0
3613	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	1	0	0	0	0	0
3614	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	2	1	0	0	0
3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	1	4	0	0	0	0
3616	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	3	0	4	0	0	1	0
3617	0	0	0	0	4	0	0	0	1	0	1	2	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	10	0	0	2	0	3	4	0	0	0
3697	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0
3698	0	13	0	0	16	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0
3699	0	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	8	0	1	0
3700	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	5	0	0	0
3701	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	3	0	0	0	0
3702	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0
3703	0	5	0	0	21	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0
3704	0	2	0	0	20	0	0	0	0	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
3705	0	7	0	0	3	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0
3706	0	2	0	0	1	0	0	0	0	0	0	4	0	0	1	0	9	0	21	1	0	0	0	4	0	0	0	0	0	2	0	0	3	0	0	3	0	8	0
3707	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	10	0
3708	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	1	0	0	0	0
3709	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0
3710	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	2	0	0	0	0
3711	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	6	0	2	1	0	0	0
3712	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	3	5	2	0	0	0
3713	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	4	2	3	1	0	0	0
3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	7	0	4	0	0	0	0
3715	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	8	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0
3716	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	5	0	1	2	0	0	0	0	0	0	0	0	0	8	0	0	5	0	1	8	0	0	0
3717	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	5	0	6	4	0	0	0	0	0	0	0	1	0	6	0	0	0	0	2	0	0	0	0
3797	0	8	0	0	3	0	0	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	1	0	0	0
3798	0	10	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	6	0	0	1	0	0	0	0	0	0	1	4	0	0	9	0	1	9	0	2	0
3799	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	16	0	0	0
3800	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	3	0	0	0	0
3801	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0
3802	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	9	0	2	0	0	0	0
3803	0	5	0	0	21	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0
3804	0	9	0	0	20	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0
3805	0	10	0	0	5	0	0	0	0	1	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0
3806	0	3	0	0	2	0	0	0	0	1	0	7	0	0	0	0	6	0	15	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
3807	0	2	0	0	5	0	0	0	3	0	0	2	0	0	0	0	7	0	7	0	0	1	0	3	0	0	0	0	0	1	0	0	2	0	2	0	0	4	0
3808	0	2	0	0	9	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0
3809	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	2	2	1	0	0	0
3810	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	3	0	0	0	0
3811	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	12	0	2	0	0	0	0
3812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	1	12	0	0	0	0
3813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0
3814	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	4	0	4	0	0	0	1
3815	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0	2	9	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	1	0
3816	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	13	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	3	0
3817	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	29	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	1	0
3897	0	2	0	0	5	0	0	0	0	2	1	2	0	0	0	0	23	0	2	1	0	0	0	0	0	0	0	0	1	4	0	0	11	0	0	1	0	0	0
3898	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0
3899	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0
3900	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	0	7	0	0	0	0
3901	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	1	0	0	0	0
3902	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	0	3	2	0	0	0
3903	0	7	0	0	21	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	2	0	0	0	0
3904	0	10	0	0	4	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	0
3905	0	5	0	0	2	0	0	0	0	1	0	3	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0
3906	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	12	0	16	2	0	0	0	21	0	0	0	0	0	1	0	0	7	0	0	3	0	2	0
3907	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	17	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	4	0	1	0
3908	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	1	0	1	4	0	0	0
3909	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	4	0	1	0	0	0	0
3910	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	4	7	2	0	0	0
3911	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	1	1	9	0	0	0	0
3912	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	1	11	0	0	0	0
3913	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	1	0
3914	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	5	1	6	7	0	0	0	0	1	0	0	0	0	2	0	0	3	0	2	0	0	5	0
3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	5	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	2	0
3916	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	0	8	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	3	0
3917	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0
3997	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	8	0	16	4	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	1	0
3998	0	0	0	0	6	0	0	0	0	0	1	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	15	0	3	1	0	0	0
3999	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	8	0	3	1	0	1	0	0	0	0	0	0	0	8	1	0	4	0	0	0	0	0	0
4000	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	3	4	0	2	1	5	1	0	0	0
4001	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0
4002	0	1	0	0	5	0	0	0	0	2	3	0	0	0	0	0	16	0	2	2	0	0	0	0	0	0	0	0	0	11	1	0	4	0	2	2	0	1	0
4003	0	10	0	0	5	0	0	0	0	2	0	2	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	1	0	0	0
4004	0	12	0	0	1	0	0	0	0	0	0	1	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0
4005	0	14	0	0	1	0	0	0	0	1	0	1	0	0	0	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0
4006	0	0	0	0	0	38	0	0	0	3	0	1	0	0	0	0	4	0	10	3	0	3	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
4007	0	1	0	0	3	0	0	0	1	2	1	2	0	0	0	0	8	0	13	1	0	0	0	2	0	0	0	0	0	2	0	0	1	0	4	7	0	0	0
4008	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	2	5	0	0	0
4009	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	10	0	3	3	0	0	0
4010	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	8	1	4	0	0	0	0
4011	0	0	0	0	6	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	11	0	0	0	0
4012	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	1	2	3	0	0	0	0
4013	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	13	0	2	1	0	0	0	0	0	0	0	0	1	6	0	0	3	1	1	0	0	2	0
4014	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	7	0	7	12	0	0	0	0	0	0	0	0	1	6	0	0	1	0	0	0	0	0	2
4015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	17	2	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
4016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0
4017	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	10	0	19	4	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	0
4097	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	11	6	0	0	0	0	0	0	0	0	1	1	0	0	4	1	0	0	0	1	0
4098	0	0	0	0	0	0	0	0	1	1	10	1	3	0	0	0	5	0	2	4	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0
4099	0	0	0	0	0	0	0	0	0	5	4	1	1	1	0	0	4	0	1	5	0	0	0	0	0	0	0	0	0	5	0	0	8	0	1	0	0	1	0
4100	0	0	0	0	1	0	0	0	1	2	7	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	2	0	0	6	3	2	0	0	1	0
4101	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	5	4	0	1	0	0	0	0	0	0	0	3	0	0	13	0	0	0	0	2	0
4102	0	0	0	0	1	0	1	0	0	1	0	1	2	0	0	0	1	0	10	2	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	1	0	0	0
4103	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	13	0	18	4	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0
4104	0	11	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
4105	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	11	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	1	0
4106	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	13	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0
4107	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	5	7	0	1	0
4108	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	2	3	0	0	0
4109	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	9	1	6	6	0	0	0
4110	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	1	15	1	0	0	0
4111	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	3	12	0	0	0	0
4112	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	3	0	4	6	0	0	0	0	0	0	0	1	0	0	0	0	2	13	2	0	0	0	0
