"variables","order","R2","R2Cum","AdjR2Cum","F","pvalue","site","trait"
"MEM9",9,0.00837701192640378,0.313361510005653,0.292319362731632,7.56402017954615,0.009,"WFDP","LWC"
"MEM146",146,0.00828828650648972,0.321649796512142,0.299732180890564,7.56312789638452,0.007,"WFDP","LWC"
"MEM179",179,0.00828528195737671,0.329935078469519,0.307165882106833,7.6415047036989,0.007,"WFDP","LWC"
"MEM169",169,0.00822579767603965,0.338160876145559,0.314562074322548,7.66850580932517,0.007,"WFDP","LWC"
"MEM12",12,0.00763353394188393,0.345794410087443,0.321367902671876,7.18773575265386,0.004,"WFDP","LWC"
"MEM43",43,0.00761045425572682,0.353404864343169,0.328171883439488,7.23857806711996,0.004,"WFDP","LWC"
"MEM6",6,0.0075862920483567,0.360991156391526,0.334972881000302,7.28938787668015,0.008,"WFDP","LWC"
"MEM131",131,0.00751375972202412,0.36850491611355,0.34172045904822,7.29369844220194,0.008,"WFDP","LWC"
"MEM94",94,0.0067399630101091,0.375244879123659,0.347682153202644,6.60235862717036,0.008,"WFDP","LWC"
"MEM41",41,0.00638323549254433,0.381628114616204,0.353290286808108,6.30713811240614,0.012,"WFDP","LWC"
"MEM16",16,0.00612947145259363,0.387757586068797,0.358650979504855,6.10702150162086,0.022,"WFDP","LWC"
"MEM59",59,0.0060179475855498,0.393775533654347,0.363912259450128,6.04550011267639,0.02,"WFDP","LWC"
"MEM153",153,0.00598682618565644,0.399762359840003,0.36915813805553,6.06424868641836,0.016,"WFDP","LWC"
"MEM124",124,0.00596272817881793,0.405725088018821,0.374395932856716,6.09040686653977,0.017,"WFDP","LWC"
"MEM51",51,0.00592210741223909,0.41164719543106,0.379608181320871,6.09973652534255,0.016,"WFDP","LWC"
"MEM119",119,0.00574462941084519,0.417391824841906,0.38465020838674,5.96541713926044,0.01,"WFDP","LWC"
"MEM55",55,0.00552032902933297,0.422912153871239,0.389471632986294,5.77776634196029,0.017,"WFDP","LWC"
"MEM280",280,0.00548769909122293,0.428399852962462,0.394274471049773,5.7891562295034,0.017,"WFDP","LWC"
"MEM134",134,0.00511953063973664,0.433519383602198,0.398702468640872,5.44053469070017,0.019,"WFDP","LWC"
"MEM13",13,0.00504580623003348,0.438565189832232,0.403066815811641,5.40139209277732,0.022,"WFDP","LWC"
"MEM71",71,0.00504020083692591,0.443605390669158,0.407439741062653,5.43520812646362,0.021,"WFDP","LWC"
"MEM156",156,0.00487429228500119,0.448479682954159,0.411650279478644,5.29391391119511,0.018,"WFDP","LWC"
"MEM268",268,0.00478845877395262,0.453268141728111,0.415783181545591,5.23748214686925,0.026,"WFDP","LWC"
"MEM177",177,0.00450581894206559,0.457773960670177,0.419627405139436,4.96098252997568,0.024,"WFDP","LWC"
"MEM249",249,0.00447152148593333,0.46224548215611,0.423447756875427,4.95584270737809,0.033,"WFDP","LWC"
"MEM110",110,0.00436070637180247,0.466606188527913,0.427161940284599,4.86436144443016,0.022,"WFDP","LWC"
"MEM132",132,0.00432981804693089,0.470936006574844,0.430855401012332,4.86124920962096,0.023,"WFDP","LWC"
"Fe",5,0.00536827775451828,0.00536827775451828,0.00380929386385143,3.44344658508424,0.091,"WFDP","SeedMassKEW"
"aspect",15,0.00589048004977023,0.0112587578042885,0.00815438969692373,3.79496235372057,0.048,"WFDP","SeedMassKEW"
"NH4",10,0.00743717108014063,0.0186959288844291,0.0140671360961483,4.82015814078119,0.033,"WFDP","SeedMassKEW"
"Ca",3,0.00457387178522167,0.0232698006696508,0.0171171694927668,2.97360375015233,0.077,"WFDP","SeedMassKEW"
"P",12,0.00498713971793383,0.0282569403875846,0.0205933515893794,3.2537886943398,0.082,"WFDP","SeedMassKEW"
"TEB",14,0.00195044723783103,0.0302073876254157,0.0210150405886896,1.27308981919751,0.237,"WFDP","SeedMassKEW"
"MEM25",25,0.024328212690359,0.024328212690359,0.0227989465660492,15.9084231996176,0.001,"WFDP","SeedMassKEW"
"MEM233",233,0.0241714342068181,0.0484996468971771,0.0455122046582358,16.1820261437982,0.001,"WFDP","SeedMassKEW"
"MEM88",88,0.021505139705753,0.0700047866029301,0.0656180167284157,14.7068163962896,0.002,"WFDP","SeedMassKEW"
"MEM180",180,0.0173095019711149,0.0873142885740451,0.0815650872422281,12.0430654430703,0.002,"WFDP","SeedMassKEW"
"MEM278",278,0.0159823166583115,0.103296605232357,0.0962248118982267,11.3000450544688,0.001,"WFDP","SeedMassKEW"
"MEM37",37,0.0155284792910287,0.118825084523385,0.110472715656308,11.1550240690913,0.003,"WFDP","SeedMassKEW"
"MEM152",152,0.0152513917985315,0.134076476321917,0.124485551217887,11.1313289835688,0.001,"WFDP","SeedMassKEW"
"MEM229",229,0.0149495139865418,0.149025990308458,0.138237096366252,11.0851133149497,0.001,"WFDP","SeedMassKEW"
"MEM76",76,0.0123064370594928,0.161332427367951,0.149351462044636,9.24449162037885,0.003,"WFDP","SeedMassKEW"
"MEM267",267,0.011978233185873,0.173310660553824,0.160167745777255,9.11383311046639,0.005,"WFDP","SeedMassKEW"
"MEM96",96,0.0114578116893457,0.18476847224317,0.170488939113671,8.82633398723925,0.003,"WFDP","SeedMassKEW"
"MEM132",132,0.010631761981992,0.195400234225162,0.180001195645739,8.2850070883248,0.009,"WFDP","SeedMassKEW"
"MEM293",293,0.0105196718059684,0.20591990603113,0.189429424846473,8.29301049170286,0.003,"WFDP","SeedMassKEW"
"MEM69",69,0.0104306948665658,0.216350600897696,0.198796854357805,8.31900630444123,0.003,"WFDP","SeedMassKEW"
"MEM55",55,0.00979477081953636,0.226145371717233,0.207543096998897,7.89804282097978,0.004,"WFDP","SeedMassKEW"
"MEM72",72,0.00936579333091014,0.235511165048143,0.215877422898496,7.63240609723812,0.012,"WFDP","SeedMassKEW"
"MEM104",104,0.00907147019531079,0.244582635243454,0.223936179936603,7.469320569963,0.004,"WFDP","SeedMassKEW"
"MEM20",20,0.00896895040519466,0.253551585648648,0.231915399725421,7.46162506951783,0.008,"WFDP","SeedMassKEW"
"MEM177",177,0.00861258051223845,0.262164166160887,0.239553068027107,7.23711111969685,0.007,"WFDP","SeedMassKEW"
"MEM36",36,0.00809297617351173,0.270257142334398,0.246679020923555,6.86481847513929,0.009,"WFDP","SeedMassKEW"
"MEM288",288,0.00797841751581274,0.278235559850211,0.253709583728616,6.83140059345263,0.014,"WFDP","SeedMassKEW"
"MEM167",167,0.00792144891109059,0.286157008761302,0.260703936140149,6.84679129462599,0.012,"WFDP","SeedMassKEW"
"MEM6",6,0.00790002167383319,0.294057030435135,0.267698770207875,6.89349361192852,0.01,"WFDP","SeedMassKEW"
"MEM129",129,0.00764857154187321,0.301705601977008,0.274455088883428,6.73622975004468,0.011,"WFDP","SeedMassKEW"
"MEM221",221,0.00616437383730833,0.307869975814316,0.279688785904476,5.46851805852581,0.026,"WFDP","SeedMassKEW"
"MEM86",86,0.00598664839067881,0.313856624204995,0.284754295052189,5.34846738006332,0.019,"WFDP","SeedMassKEW"
"MEM38",38,0.0059548298269626,0.319811454031958,0.289803135827486,5.35786125141887,0.022,"WFDP","SeedMassKEW"
"MEM312",312,0.00587620058945365,0.325687654621412,0.294786270545142,5.32447401380498,0.022,"WFDP","SeedMassKEW"
"MEM203",203,0.00552169681742742,0.331209351438839,0.299414386179374,5.03630705046065,0.032,"WFDP","SeedMassKEW"
"MEM137",137,0.00541843797447339,0.336627789413312,0.303949355394264,4.97432463071662,0.023,"WFDP","SeedMassKEW"
"MEM143",143,0.00531746307399567,0.341945252487308,0.30839311897926,4.91299175518373,0.034,"WFDP","SeedMassKEW"
"MEM34",34,0.00530178408340654,0.347247036570715,0.312835018729302,4.93016978692951,0.029,"WFDP","SeedMassKEW"
"MEM249",249,0.00523164863536418,0.352478685206079,0.31721762350938,4.89617716142625,0.027,"WFDP","SeedMassKEW"
"MEM18",18,0.0051155112085377,0.357594196414616,0.321492052080892,4.81764682680667,0.031,"WFDP","SeedMassKEW"
"MEM110",110,0.00505052258640615,0.362644719001023,0.325711879870287,4.78620909425587,0.028,"WFDP","SeedMassKEW"
"MEM131",131,0.00498350302418193,0.367628222025205,0.329874683041635,4.75203421190861,0.025,"WFDP","SeedMassKEW"
"MEM274",274,0.00479790252191442,0.372426124547119,0.333854308281743,4.60238615909266,0.033,"WFDP","SeedMassKEW"
"elev_mean",19,0.071658977918827,0.071658977918827,0.0702038979469128,49.2474498323031,0.001,"WFDP","SLA"
"K",6,0.00852757605792727,0.0801865539767542,0.0772985996721286,5.90561702743622,0.011,"WFDP","SLA"
"Na",9,0.00674807455328141,0.0869346285300356,0.0826277164004603,4.70040322411697,0.027,"WFDP","SLA"
"pHCaCl2",13,0.00335036966981628,0.0902849981998519,0.0845545099995361,2.33862774179107,0.12,"WFDP","SLA"
"Fe",5,0.0121047001485718,0.102389698348424,0.0953107527518026,8.54979034896758,0.006,"WFDP","SLA"
"NH4",10,0.00359492598234559,0.105984624330769,0.0975105449405396,2.54535683474272,0.105,"WFDP","SLA"
"aspect",15,0.00320567753309825,0.109190301863868,0.0993237387516003,2.27432211970428,0.115,"WFDP","SLA"
"P",12,0.00167007375987684,0.110860375623744,0.0995876070104162,1.18520928951013,0.266,"WFDP","SLA"
"TEB",14,0.00206568673659181,0.112926062360336,0.100253577536912,1.46705092871466,0.217,"WFDP","SLA"
"Ca",3,0.00234316311142677,0.115269225471763,0.101203553380694,1.66587355105098,0.223,"WFDP","SLA"
"ECEC",4,0.00272693015074132,0.117996155622504,0.102547043698695,1.94161527252097,0.153,"WFDP","SLA"
"MEM1",1,0.0410186369062964,0.0410186369062964,0.0395155313215101,27.2892585334424,0.001,"WFDP","SLA"
"MEM60",60,0.0249711456118706,0.065989782518167,0.063057254362808,17.0304558312511,0.001,"WFDP","SLA"
"MEM203",203,0.0241814465779231,0.0901712290960901,0.085879583950317,16.9036202364537,0.001,"WFDP","SLA"
"MEM143",143,0.0241732007133436,0.114344429809434,0.108765497083824,17.3317743032659,0.001,"WFDP","SLA"
"MEM2",2,0.0234382973765477,0.137782727185981,0.130982906422464,17.2344964607738,0.001,"WFDP","SLA"
"MEM97",97,0.0194285705788074,0.157211297764789,0.14922277926019,14.5923707137602,0.001,"WFDP","SLA"
"MEM3",3,0.0179010238628113,0.1751123216276,0.165975907468412,13.7151364699973,0.001,"WFDP","SLA"
"MEM230",230,0.0169682282432788,0.192080549870879,0.181837514053077,13.2524993918611,0.001,"WFDP","SLA"
"MEM40",40,0.0156525298233469,0.207733079694226,0.196414980832715,12.4466812080235,0.001,"WFDP","SLA"
"MEM288",288,0.0147787699264391,0.222511849620665,0.210151147706844,11.9562546119768,0.001,"WFDP","SLA"
"MEM137",137,0.0124338156850063,0.234945665305671,0.221545032054656,10.2063812935636,0.001,"WFDP","SLA"
"MEM64",64,0.0114403195175872,0.246385984823258,0.231962750083034,9.5182416901375,0.005,"WFDP","SLA"
"MEM233",233,0.0106055333188214,0.25699151814208,0.241561629541197,8.93538098109053,0.003,"WFDP","SLA"
"MEM229",229,0.00995287153587487,0.266944389677955,0.250523944006741,8.48577464292101,0.003,"WFDP","SLA"
"MEM166",166,0.00994907128329442,0.276893460961249,0.259511092234356,8.58548518870886,0.002,"WFDP","SLA"
"MEM180",180,0.00980996345654217,0.286703424417791,0.26838441124072,8.56811520290468,0.003,"WFDP","SLA"
"MEM6",6,0.00924458930494643,0.295948013722738,0.276705435319661,8.16720165520877,0.006,"WFDP","SLA"
"MEM179",179,0.00902962012086794,0.304977633843606,0.284832058012986,8.067933304174,0.006,"WFDP","SLA"
"MEM38",38,0.00859676119254027,0.313574395036146,0.292538771658222,7.76485011752386,0.003,"WFDP","SLA"
"MEM131",131,0.00831170738824094,0.321886102424387,0.299976121888826,7.5871426492147,0.005,"WFDP","SLA"
"MEM146",146,0.00826449544496827,0.330150597869355,0.307388724981421,7.62478576340395,0.01,"WFDP","SLA"
"MEM300",300,0.00780783016522307,0.337958428034578,0.314352407640349,7.27662946851055,0.007,"WFDP","SLA"
"MEM9",9,0.00768945485315742,0.345647882887736,0.321215904489063,7.23876956408214,0.007,"WFDP","SLA"
"MEM43",43,0.00727950985507525,0.352927392742811,0.327675778801067,6.9186958475154,0.007,"WFDP","SLA"
"MEM169",169,0.00723272818036447,0.360160120923175,0.334108008582914,6.94063506818488,0.016,"WFDP","SLA"
"MEM41",41,0.0068012443101218,0.366961365233297,0.340111439452002,6.58595310480718,0.011,"WFDP","SLA"
"MEM51",51,0.00673483800996044,0.373696203243258,0.346065153386342,6.58102486914457,0.013,"WFDP","SLA"
"MEM94",94,0.00667052591549916,0.380366729158757,0.351971096452448,6.57758633398855,0.011,"WFDP","SLA"
"MEM12",12,0.00660214623766231,0.386968875396419,0.357824772751331,6.56950200950773,0.013,"WFDP","SLA"
"MEM119",119,0.00613967164741158,0.393108547043831,0.363212416356335,6.1610029521106,0.024,"WFDP","SLA"
"MEM59",59,0.00606448686681343,0.399173033910644,0.368538764258062,6.13688836075677,0.013,"WFDP","SLA"
"MEM124",124,0.00590322820824318,0.405076262118887,0.373712901967,6.02305689661299,0.016,"WFDP","SLA"
"MEM71",71,0.00582803982206814,0.410904301940955,0.37882483323477,5.99527741215877,0.017,"WFDP","SLA"
"MEM55",55,0.00563241057699171,0.416536712517947,0.383747040163584,5.84031330194841,0.011,"WFDP","SLA"
"MEM16",16,0.00561229782461736,0.422149010342565,0.388664267564402,5.86626647135875,0.012,"WFDP","SLA"
"MEM156",156,0.00526042525642623,0.427409435598991,0.393224924291468,5.53979863944021,0.02,"WFDP","SLA"
"MEM134",134,0.00523087192765398,0.432640307526645,0.397769362972635,5.55024430219914,0.022,"WFDP","SLA"
"MEM153",153,0.00495823516775906,0.437598542694404,0.402039049553617,5.29852705236499,0.027,"WFDP","SLA"
"MEM13",13,0.00484370603016182,0.442442248724566,0.406200994891662,5.21241720960564,0.03,"WFDP","SLA"
"MEM86",86,0.00471960872965294,0.447161857454219,0.410244452275869,5.11369497054555,0.03,"WFDP","SLA"
"MEM33",33,0.00471358766197122,0.45187544511619,0.414294999045561,5.14249069256949,0.024,"WFDP","SLA"
"MEM132",132,0.00468270605847498,0.456558151174665,0.418326061307556,5.1442036032968,0.03,"WFDP","SLA"
"MEM249",249,0.00467745659248398,0.461235607767149,0.42236502242149,5.17436595534248,0.026,"WFDP","SLA"
"MEM280",280,0.00431080081444551,0.465546408581594,0.426023790056536,4.79915660738275,0.029,"WFDP","SLA"
"elev_mean",19,0.0510716913364624,0.0510716913364624,0.0495843428902812,34.3374086062979,0.001,"WFDP","WoodDensity"
"K",6,0.0214116720878282,0.0724833634242907,0.0695712232780561,14.7051110266886,0.001,"WFDP","WoodDensity"
"Na",9,0.0108308025070307,0.0833141659313213,0.0789901761479787,7.51445057670155,0.005,"WFDP","WoodDensity"
"pHCaCl2",13,0.00931730222564618,0.0926314681569675,0.0869157608697674,6.52048942150093,0.016,"WFDP","WoodDensity"
"Fe",5,0.0270077397901158,0.119639207947083,0.112696299492407,19.4498746212953,0.001,"WFDP","WoodDensity"
"TEB",14,0.00518427433789115,0.124823482284974,0.116527970268718,3.74969573504218,0.048,"WFDP","WoodDensity"
"P",12,0.00546812382556376,0.130291606110538,0.120658759975687,3.97357813496684,0.05,"WFDP","WoodDensity"
"Ca",3,0.00215189762398713,0.132443503734525,0.12144437224463,1.56514003016626,0.223,"WFDP","WoodDensity"
"ECEC",4,0.00165711760969331,0.134100621344219,0.121730630220565,1.20566444536253,0.272,"WFDP","WoodDensity"
"aspect",15,0.00174615434083414,0.135846775685053,0.122108250656198,1.27099112689809,0.248,"WFDP","WoodDensity"
"MEM2",2,0.0661407879993791,0.0661407879993791,0.0646770588269642,45.1864929973789,0.001,"WFDP","WoodDensity"
"MEM60",60,0.0485416899375661,0.114682477936945,0.111902831085884,34.9265158766702,0.001,"WFDP","WoodDensity"
"MEM3",3,0.0259462976662326,0.140628775603178,0.136575137752249,19.2022316401231,0.001,"WFDP","WoodDensity"
"MEM1",1,0.0195379848862958,0.160166760489474,0.154876472366573,14.7727189388559,0.002,"WFDP","WoodDensity"
"MEM288",288,0.0192930598513067,0.17945982034078,0.172988683277222,14.9070091251454,0.001,"WFDP","WoodDensity"
"MEM230",230,0.0190984846830916,0.198558305023872,0.190961701280022,15.0844919601507,0.001,"WFDP","WoodDensity"
"MEM267",267,0.0181718834807447,0.216730188504617,0.208054731731725,14.6624192472128,0.001,"WFDP","WoodDensity"
"MEM203",203,0.0160230720621417,0.232753260566758,0.223025885106432,13.1777144842349,0.002,"WFDP","WoodDensity"
"MEM300",300,0.0151205366905117,0.24787379725727,0.237129137218088,12.6653453639625,0.002,"WFDP","WoodDensity"
"MEM97",97,0.0147570114596365,0.262630808716906,0.250907928092374,12.5882126861843,0.001,"WFDP","WoodDensity"
"MEM25",25,0.0135105226753109,0.276141331392217,0.263462278279661,11.7213602710788,0.001,"WFDP","WoodDensity"
"MEM280",280,0.0117122216892803,0.287853553081498,0.274223956011287,10.3118719905923,0.002,"WFDP","WoodDensity"
"MEM41",41,0.0114561055650977,0.299309658646595,0.284758581270247,10.2349378327367,0.002,"WFDP","WoodDensity"
"MEM294",294,0.0113746468150516,0.310684305461647,0.295243633903988,10.3133503498254,0.003,"WFDP","WoodDensity"
"MEM143",143,0.0110238203502221,0.321708125811869,0.305403032682347,10.1414511367575,0.001,"WFDP","WoodDensity"
"MEM283",283,0.0100488530313895,0.331756978843259,0.314595039295092,9.36850103981439,0.003,"WFDP","WoodDensity"
"MEM119",119,0.00925657278790115,0.34101355163116,0.323002667994069,8.73703592589198,0.004,"WFDP","WoodDensity"
"MEM179",179,0.00810189868405503,0.349115450315215,0.330249231483772,7.72991014341139,0.005,"WFDP","WoodDensity"
"MEM129",129,0.00805755267073899,0.357173002985954,0.337473465980685,7.77142633875567,0.009,"WFDP","WoodDensity"
"MEM16",16,0.00788194517146351,0.365054948157417,0.344539760698852,7.68400989499405,0.005,"WFDP","WoodDensity"
"MEM51",51,0.00788120147606747,0.372936149633485,0.351628154718118,7.76728320307871,0.003,"WFDP","WoodDensity"
"MEM169",169,0.00727434814788663,0.380210497781371,0.358111034169038,7.24160830601295,0.004,"WFDP","WoodDensity"
"MEM13",13,0.00713439895600365,0.387344896737375,0.364469787362309,7.17335044382116,0.007,"WFDP","WoodDensity"
"MEM64",64,0.00675983303679051,0.394104729774165,0.370460036301938,6.86141239570433,0.01,"WFDP","WoodDensity"
"MEM70",70,0.00662404573419512,0.400728775508361,0.376328481351535,6.78685028510416,0.009,"WFDP","WoodDensity"
"MEM6",6,0.0062516943142128,0.406980469822573,0.381827928575244,6.46233120427898,0.014,"WFDP","WoodDensity"
"MEM196",196,0.00623914968750366,0.413219619510077,0.38733224978258,6.50730620128124,0.008,"WFDP","WoodDensity"
"MEM45",45,0.00582298630094497,0.419042605811022,0.392419353704162,6.1241059421305,0.012,"WFDP","WoodDensity"
"MEM137",137,0.00580491824134227,0.424847524052364,0.397504209622067,6.15662850339737,0.008,"WFDP","WoodDensity"
"MEM38",38,0.00567940903617897,0.430526933088543,0.402474072649555,6.07361489770116,0.025,"WFDP","WoodDensity"
"MEM146",146,0.00553118079169923,0.436058113880243,0.40730449797611,5.96330580175948,0.017,"WFDP","WoodDensity"
"MEM212",212,0.005516159679821,0.441574273560064,0.412135026037694,5.99597899437301,0.016,"WFDP","WoodDensity"
"MEM134",134,0.00546070553401756,0.447034979094081,0.416923022510095,5.98444282821583,0.008,"WFDP","WoodDensity"
"MEM221",221,0.00545845981963333,0.452493438913714,0.421724475150188,6.03165044145968,0.018,"WFDP","WoodDensity"
"MEM43",43,0.00542624741041475,0.457919686324129,0.426507747617746,6.04606615146371,0.016,"WFDP","WoodDensity"
"MEM201",201,0.00531389899442863,0.463233585318558,0.431187829218173,5.96960056739416,0.019,"WFDP","WoodDensity"
"MEM195",195,0.00520201804963494,0.468435603368193,0.435764701914078,5.8913179395071,0.015,"WFDP","WoodDensity"
"MEM166",166,0.00505919022092083,0.473494793589114,0.440204946927527,5.77501093199171,0.014,"WFDP","WoodDensity"
"MEM124",124,0.00493855368624591,0.478433347275359,0.444531514848258,5.6812148481278,0.017,"WFDP","WoodDensity"
"MEM180",180,0.00483476806890326,0.483268115344263,0.448761812529188,5.60450430730141,0.021,"WFDP","WoodDensity"
"MEM156",156,0.00470459495432884,0.487972710298592,0.452867160335786,5.49452702868487,0.023,"WFDP","WoodDensity"
"MEM73",73,0.00465718392316383,0.492629894221755,0.456935514920773,5.4799026794535,0.021,"WFDP","WoodDensity"
"MEM94",94,0.00462640516734802,0.497256299389103,0.460984522331606,5.48457887466101,0.019,"WFDP","WoodDensity"
"MEM263",263,0.0045714864265044,0.501827785815608,0.464988159892728,5.46002837236388,0.028,"WFDP","WoodDensity"
"MEM59",59,0.0045616455478994,0.506389431363507,0.468994691315288,5.48938298249378,0.026,"WFDP","WoodDensity"
"MEM151",151,0.00449949610825018,0.510888927471757,0.472947765015941,5.4552050486207,0.022,"WFDP","WoodDensity"
"MEM251",251,0.00444989747112379,0.515338824942881,0.476860657328549,5.43542466052664,0.017,"WFDP","WoodDensity"
"elev_mean",19,0.0663969552776032,0.0663969552776032,0.0649336276212986,45.373949567299,0.001,"WFDP","alkaloids"
"Na",9,0.00688978967655973,0.073286744954163,0.0703771271989171,4.73587272014521,0.028,"WFDP","alkaloids"
"K",6,0.00406219213550371,0.0773489370896667,0.0729968094344293,2.800142222815,0.089,"WFDP","alkaloids"
"aspect",15,0.00281996621705777,0.0801689033067245,0.074374691674011,1.9467471302819,0.187,"WFDP","alkaloids"
"Fe",5,0.00200739169883067,0.0821762950055551,0.0749379377106462,1.38663485169665,0.234,"WFDP","alkaloids"
"pHCaCl2",13,0.00836073372794781,0.0905370287335029,0.0819165266361901,5.81919728124936,0.025,"WFDP","alkaloids"
"NH4",10,0.00432716312998138,0.0948641918634843,0.0848389534822254,3.02138869500539,0.088,"WFDP","alkaloids"
"P",12,0.00155084381683734,0.0964150356803217,0.084959124880706,1.08299992481742,0.262,"WFDP","alkaloids"
"Al",1,0.00217930316256577,0.0985943388428874,0.0857171151120715,1.52313331453233,0.197,"WFDP","alkaloids"
"MEM1",1,0.047514557992722,0.047514557992722,0.0460216341024285,31.8265105821166,0.001,"WFDP","alkaloids"
"MEM180",180,0.0213885208928381,0.0689030788855602,0.0659796976575714,14.6327278071445,0.001,"WFDP","alkaloids"
"MEM203",203,0.0197966523542488,0.088699731239809,0.0844011450664119,13.816160632139,0.001,"WFDP","alkaloids"
"MEM143",143,0.0193789136513087,0.108078644891118,0.102460242654211,13.7967435111797,0.001,"WFDP","alkaloids"
"MEM233",233,0.0171386772716691,0.125217322162787,0.118318405145143,12.4212809255698,0.001,"WFDP","alkaloids"
"MEM60",60,0.0151628180242984,0.140380140187085,0.132232084643835,11.1654747151489,0.001,"WFDP","alkaloids"
"MEM230",230,0.0146750302686426,0.155055170455728,0.145696604305712,10.9765972942689,0.002,"WFDP","alkaloids"
"MEM40",40,0.0142602552594869,0.169315425715215,0.158783767087199,10.8322958524704,0.002,"WFDP","alkaloids"
"MEM229",229,0.0130545094546888,0.182369935169904,0.170689505672331,10.058755554889,0.001,"WFDP","alkaloids"
"MEM97",97,0.0124846430782884,0.194854578248192,0.182054174086796,9.75331944278773,0.002,"WFDP","alkaloids"
"MEM3",3,0.0122855225708734,0.207140100819066,0.193252427425769,9.7309854899697,0.003,"WFDP","alkaloids"
"MEM2",2,0.0114819298839968,0.218622030703062,0.203667428419867,9.21342848166503,0.009,"WFDP","alkaloids"
"MEM156",156,0.00948399634370622,0.228106027046769,0.212076280004609,7.69144716656547,0.009,"WFDP","alkaloids"
"MEM64",64,0.00928277804181399,0.237388805088583,0.220306314322567,7.60772503058738,0.004,"WFDP","alkaloids"
"MEM146",146,0.00923167201495273,0.246620477103535,0.228510392418524,7.64629667021381,0.008,"WFDP","alkaloids"
"MEM38",38,0.00868153586085885,0.255302012964394,0.236176542992372,7.26280577559351,0.005,"WFDP","alkaloids"
"MEM12",12,0.00861824089983204,0.263920253864226,0.243802318680451,7.28256125485994,0.008,"WFDP","alkaloids"
"MEM6",6,0.00829675846262168,0.272217012326848,0.251121853263858,7.07942764883913,0.007,"WFDP","alkaloids"
"MEM288",288,0.00787879800723851,0.280095810334086,0.258034230328196,6.78542344190939,0.009,"WFDP","alkaloids"
"MEM137",137,0.00772970672521162,0.287825517059298,0.264815032957821,6.71842164738775,0.009,"WFDP","alkaloids"
"MEM9",9,0.00768448781079284,0.295510004870091,0.271571024453055,6.74106587730071,0.014,"WFDP","alkaloids"
"MEM131",131,0.00760640120251921,0.30311640607261,0.278268044538732,6.73448131488563,0.009,"WFDP","alkaloids"
"MEM293",293,0.00741583668584361,0.310532242758454,0.284789128445863,6.62562585487122,0.006,"WFDP","alkaloids"
"MEM59",59,0.00675210993713271,0.317284352695586,0.290641790849561,6.08239700925597,0.016,"WFDP","alkaloids"
"MEM166",166,0.00664864229190304,0.323932994987489,0.296405836802941,6.03825706174335,0.015,"WFDP","alkaloids"
"MEM94",94,0.00620529163612249,0.330138286623612,0.301726533690845,5.67855080680771,0.014,"WFDP","alkaloids"
"MEM43",43,0.00595503462543617,0.336093321249048,0.306803320715918,5.489448001372,0.023,"WFDP","alkaloids"
"MEM132",132,0.00592462521286874,0.342017946461917,0.311864922731857,5.50158774938879,0.019,"WFDP","alkaloids"
"MEM125",125,0.00580594182393673,0.347823888285854,0.316818794450263,5.43047261159686,0.019,"WFDP","alkaloids"
"MEM98",98,0.00579433596150764,0.353618224247361,0.321776757461517,5.45923590814317,0.024,"WFDP","alkaloids"
"MEM86",86,0.00575260358522639,0.359370827832588,0.326707169383262,5.45960616808071,0.023,"WFDP","alkaloids"
"MEM70",70,0.0056703487134378,0.365041176546025,0.331567235276623,5.42066909210568,0.022,"WFDP","alkaloids"
"MEM71",71,0.0055466579117765,0.370587834457802,0.336312914552039,5.34033957167167,0.015,"WFDP","alkaloids"
"MEM300",300,0.00552775475145306,0.376115589209255,0.341054316536717,5.3604346683232,0.018,"WFDP","alkaloids"
"MEM212",212,0.0052284885529188,0.381344077762174,0.345494810745081,5.10462596808204,0.035,"WFDP","alkaloids"
"MEM207",207,0.0050204279946604,0.386364505756834,0.349729550876645,4.93341423235955,0.035,"WFDP","alkaloids"
"MEM33",33,0.00487555007673401,0.391240055833568,0.353824577537625,4.82140977625072,0.029,"WFDP","alkaloids"
"MEM69",69,0.00485326062028646,0.396093316453855,0.357909532802018,4.8299012285551,0.03,"WFDP","alkaloids"
"MEM179",179,0.0048389967085512,0.400932313162406,0.361992913517962,4.84652751086844,0.027,"WFDP","alkaloids"
"MEM134",134,0.00478048663646152,0.405712799798867,0.366027510970745,4.81839671840705,0.035,"WFDP","alkaloids"
"MEM41",41,0.00474850664413984,0.410461306443007,0.370041429460003,4.816659201897,0.034,"WFDP","alkaloids"
"MEM199",199,0.00463219496997952,0.415093501412987,0.373944300507368,4.72797003240404,0.03,"WFDP","alkaloids"
"MEM243",243,0.00455163766003402,0.419645139073021,0.377773899106812,4.6743401805014,0.03,"WFDP","alkaloids"
"MEM167",167,0.00453542729627499,0.424180566369296,0.381598961193244,4.686502545196,0.034,"WFDP","alkaloids"
"MEM152",152,0.00450602533820088,0.428686591707497,0.385405272897458,4.68495752426128,0.033,"WFDP","alkaloids"
"MEM177",177,0.00446347671761099,0.433150068425108,0.389178572889787,4.66938698605738,0.035,"WFDP","alkaloids"
"MEM51",51,0.00431169173261942,0.437461760157727,0.392800785035114,4.53750754157865,0.04,"WFDP","alkaloids"
"MEM169",169,0.00428900972549939,0.441750769883226,0.396410730888971,4.54063276941719,0.037,"WFDP","alkaloids"
"elev_mean",19,0.0740392687367463,0.0740392687367463,0.0725879196281832,51.0141001223674,0.001,"WFDP","benzenoids"
